file_name,date,match_type,teams,venue,city,winner,gender,overs
1251572.json,2021-04-02,ODI,"South Africa, Pakistan","SuperSport Park, Centurion",Centurion,Pakistan,male,50
1251573.json,2021-04-04,ODI,"South Africa, Pakistan",The Wanderers Stadium,Johannesburg,South Africa,male,50
1251574.json,2021-04-07,ODI,"Pakistan, South Africa","SuperSport Park, Centurion",Centurion,Pakistan,male,50
1260084.json,2021-05-19,ODI,"Netherlands, Scotland","Hazelaarweg, Rotterdam",Rotterdam,Netherlands,male,50
1260085.json,2021-05-20,ODI,"Netherlands, Scotland","Hazelaarweg, Rotterdam",Rotterdam,Scotland,male,50
1262344.json,2021-05-23,ODI,"Bangladesh, Sri Lanka","Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,male,50
1262346.json,2021-05-25,ODI,"Bangladesh, Sri Lanka",Sher-e-Bangla National Cricket Stadium,Mirpur,Bangladesh,male,50
1262347.json,2021-05-28,ODI,"Sri Lanka, Bangladesh","Shere Bangla National Stadium, Mirpur",Dhaka,Sri Lanka,male,50
1251962.json,2021-06-02,ODI,"Netherlands, Ireland","Sportpark Maarschalkerweerd, Utrecht",Utrecht,Netherlands,male,50
1251963.json,2021-06-04,ODI,"Netherlands, Ireland","Sportpark Maarschalkerweerd, Utrecht",Utrecht,Ireland,male,50
1251964.json,2021-06-07,ODI,"Ireland, Netherlands","Sportpark Maarschalkerweerd, Utrecht",Utrecht,Netherlands,male,50
1239534.json,2021-06-29,ODI,"Sri Lanka, England","Riverside Ground, Chester-le-Street",Chester-le-Street,England,male,50
1239535.json,2021-07-01,ODI,"Sri Lanka, England","Kennington Oval, London",London,England,male,50
1239536.json,2021-07-04,ODI,"Sri Lanka, England","County Ground, Bristol",Bristol,No Result,male,50
1239537.json,2021-07-08,ODI,"Pakistan, England","Sophia Gardens, Cardiff",Cardiff,England,male,50
1239538.json,2021-07-10,ODI,"England, Pakistan","Lord's, London",London,England,male,50
1251950.json,2021-07-11,ODI,"Ireland, South Africa","The Village, Malahide, Dublin",Dublin,No Result,male,50
1251951.json,2021-07-13,ODI,"Ireland, South Africa","The Village, Malahide, Dublin",Dublin,Ireland,male,50
1239539.json,2021-07-13,ODI,"Pakistan, England","Edgbaston, Birmingham",Birmingham,England,male,50
1251952.json,2021-07-16,ODI,"South Africa, Ireland","The Village, Malahide, Dublin",Dublin,South Africa,male,50
1267677.json,2021-07-16,ODI,"Bangladesh, Zimbabwe",Harare Sports Club,Harare,Bangladesh,male,50
1262755.json,2021-07-18,ODI,"Sri Lanka, India","R Premadasa Stadium, Colombo",Colombo,India,male,50
1267678.json,2021-07-18,ODI,"Zimbabwe, Bangladesh",Harare Sports Club,Harare,Bangladesh,male,50
1267679.json,2021-07-20,ODI,"Zimbabwe, Bangladesh",Harare Sports Club,Harare,Bangladesh,male,50
1263161.json,2021-07-20,ODI,"Australia, West Indies","Kensington Oval, Bridgetown, Barbados",Bridgetown,Australia,male,50
1262756.json,2021-07-20,ODI,"Sri Lanka, India","R Premadasa Stadium, Colombo",Colombo,India,male,50
1263162.json,2021-07-22,ODI,"Australia, West Indies","Kensington Oval, Bridgetown, Barbados",Bridgetown,West Indies,male,50
1262757.json,2021-07-23,ODI,"India, Sri Lanka","R Premadasa Stadium, Colombo",Colombo,Sri Lanka,male,50
1263163.json,2021-07-26,ODI,"West Indies, Australia","Kensington Oval, Bridgetown, Barbados",Bridgetown,Australia,male,50
1271627.json,2021-09-02,ODI,"Sri Lanka, South Africa","R Premadasa Stadium, Colombo",Colombo,Sri Lanka,male,50
1271628.json,2021-09-04,ODI,"South Africa, Sri Lanka","R Premadasa Stadium, Colombo",Colombo,South Africa,male,50
1276293.json,2021-09-06,ODI,"Papua New Guinea, United States of America",Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,United States of America,male,50
1271629.json,2021-09-07,ODI,"Sri Lanka, South Africa","R Premadasa Stadium, Colombo",Colombo,Sri Lanka,male,50
1276295.json,2021-09-07,ODI,"Papua New Guinea, Nepal",Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Nepal,male,50
1272379.json,2021-09-08,ODI,"Zimbabwe, Ireland","Civil Service Cricket Club, Stormont, Belfast",Belfast,Zimbabwe,male,50
1276294.json,2021-09-09,ODI,"United States of America, Papua New Guinea",Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,United States of America,male,50
1276296.json,2021-09-10,ODI,"Nepal, Papua New Guinea",Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Nepal,male,50
1272380.json,2021-09-10,ODI,"Ireland, Zimbabwe","Civil Service Cricket Club, Stormont, Belfast",Belfast,No Result,male,50
1272381.json,2021-09-13,ODI,"Zimbabwe, Ireland","Civil Service Cricket Club, Stormont, Belfast",Belfast,Ireland,male,50
1275249.json,2021-09-13,ODI,"United States of America, Nepal",Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Nepal,male,50
1275250.json,2021-09-14,ODI,"Nepal, Oman",Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,male,50
1275251.json,2021-09-16,ODI,"United States of America, Oman",Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,male,50
1275253.json,2021-09-19,ODI,"Oman, Nepal",Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Nepal,male,50
1275255.json,2021-09-25,ODI,"Papua New Guinea, Scotland",Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Scotland,male,50
1275256.json,2021-09-26,ODI,"Oman, Papua New Guinea",Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Oman,male,50
1275257.json,2021-09-28,ODI,"Scotland, Oman",Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Scotland,male,50
1275258.json,2021-09-29,ODI,"Papua New Guinea, Scotland",Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Scotland,male,50
1275259.json,2021-10-01,ODI,"Papua New Guinea, Oman",Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,male,50
1275260.json,2021-10-02,ODI,"Scotland, Oman",Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,No Result,male,50
1290881.json,2021-11-26,ODI,"Namibia, Oman","Wanderers Cricket Ground, Windhoek",Windhoek,Namibia,male,50
1277073.json,2021-11-26,ODI,"South Africa, Netherlands","SuperSport Park, Centurion",Centurion,No Result,male,50
1277085.json,2022-01-08,ODI,"West Indies, Ireland","Sabina Park, Kingston, Jamaica",Kingston,West Indies,male,50
1277086.json,2022-01-13,ODI,"West Indies, Ireland","Sabina Park, Kingston, Jamaica",Kingston,Ireland,male,50
1294969.json,2022-01-16,ODI,"Zimbabwe, Sri Lanka",Pallekele International Cricket Stadium,Kandy,Sri Lanka,male,50
1277087.json,2022-01-16,ODI,"West Indies, Ireland","Sabina Park, Kingston, Jamaica",Kingston,Ireland,male,50
1294970.json,2022-01-18,ODI,"Zimbabwe, Sri Lanka",Pallekele International Cricket Stadium,Kandy,Zimbabwe,male,50
1277082.json,2022-01-19,ODI,"South Africa, India","Boland Park, Paarl",Paarl,South Africa,male,50
1277083.json,2022-01-21,ODI,"India, South Africa","Boland Park, Paarl",Paarl,South Africa,male,50
1294971.json,2022-01-21,ODI,"Sri Lanka, Zimbabwe",Pallekele International Cricket Stadium,Kandy,Sri Lanka,male,50
1277084.json,2022-01-23,ODI,"South Africa, India","Newlands, Cape Town",Cape Town,South Africa,male,50
1299586.json,2022-02-05,ODI,"Oman, United Arab Emirates",Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,United Arab Emirates,male,50
1278676.json,2022-02-06,ODI,"West Indies, India","Narendra Modi Stadium, Ahmedabad",Ahmedabad,India,male,50
1299587.json,2022-02-06,ODI,"Oman, United Arab Emirates",Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,United Arab Emirates,male,50
1299588.json,2022-02-08,ODI,"Oman, United Arab Emirates",Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,No Result,male,50
1278677.json,2022-02-09,ODI,"India, West Indies","Narendra Modi Stadium, Ahmedabad",Ahmedabad,India,male,50
1278678.json,2022-02-11,ODI,"India, West Indies","Narendra Modi Stadium, Ahmedabad",Ahmedabad,India,male,50
1302616.json,2022-03-05,ODI,"Oman, United Arab Emirates","ICC Academy, Dubai",Dubai,Oman,male,50
1302617.json,2022-03-06,ODI,"Namibia, Oman","ICC Academy, Dubai",Dubai,Namibia,male,50
1302618.json,2022-03-08,ODI,"Namibia, United Arab Emirates","ICC Academy, Dubai",Dubai,United Arab Emirates,male,50
1302619.json,2022-03-09,ODI,"Oman, United Arab Emirates","ICC Academy, Dubai",Dubai,Oman,male,50
1302620.json,2022-03-11,ODI,"Namibia, Oman",Sharjah Cricket Stadium,Sharjah,Oman,male,50
1302621.json,2022-03-12,ODI,"United Arab Emirates, Namibia",Sharjah Cricket Stadium,Sharjah,United Arab Emirates,male,50
1302622.json,2022-03-14,ODI,"Oman, Namibia",Dubai International Cricket Stadium,Dubai,Namibia,male,50
1302623.json,2022-03-15,ODI,"Papua New Guinea, United Arab Emirates",Sharjah Cricket Stadium,Sharjah,United Arab Emirates,male,50
1302624.json,2022-03-16,ODI,"Papua New Guinea, Nepal",Sharjah Cricket Stadium,Sharjah,Nepal,male,50
1277097.json,2022-03-18,ODI,"Bangladesh, South Africa","SuperSport Park, Centurion",Centurion,Bangladesh,male,50
1302625.json,2022-03-18,ODI,"United Arab Emirates, Nepal",Dubai International Cricket Stadium,Dubai,United Arab Emirates,male,50
1302626.json,2022-03-19,ODI,"United Arab Emirates, Papua New Guinea",Dubai International Cricket Stadium,Dubai,Papua New Guinea,male,50
1277098.json,2022-03-20,ODI,"Bangladesh, South Africa","The Wanderers Stadium, Johannesburg",Johannesburg,South Africa,male,50
1302627.json,2022-03-21,ODI,"United Arab Emirates, Nepal",Dubai International Cricket Stadium,Dubai,United Arab Emirates,male,50
1302628.json,2022-03-22,ODI,"Papua New Guinea, Nepal",Dubai International Cricket Stadium,Dubai,Nepal,male,50
1277099.json,2022-03-23,ODI,"South Africa, Bangladesh","SuperSport Park, Centurion",Centurion,Bangladesh,male,50
1305496.json,2022-03-25,ODI,"Papua New Guinea, Nepal","Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,Papua New Guinea,male,50
1305497.json,2022-03-26,ODI,"Nepal, Papua New Guinea","Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,Papua New Guinea,male,50
1288313.json,2022-03-29,ODI,"Australia, Pakistan","Gaddafi Stadium, Lahore",Lahore,Australia,male,50
1288987.json,2022-03-29,ODI,"Netherlands, New Zealand","Bay Oval, Mount Maunganui",Mount Maunganui,New Zealand,male,50
1288314.json,2022-03-31,ODI,"Australia, Pakistan","Gaddafi Stadium, Lahore",Lahore,Pakistan,male,50
1288988.json,2022-04-02,ODI,"New Zealand, Netherlands","Seddon Park, Hamilton",Hamilton,New Zealand,male,50
1288315.json,2022-04-02,ODI,"Australia, Pakistan","Gaddafi Stadium, Lahore",Lahore,Pakistan,male,50
1288989.json,2022-04-04,ODI,"New Zealand, Netherlands","Seddon Park, Hamilton",Hamilton,New Zealand,male,50
1308244.json,2022-04-09,ODI,"Scotland, Papua New Guinea",Dubai International Cricket Stadium,Dubai,Scotland,male,50
1308245.json,2022-04-10,ODI,"Scotland, Oman",Dubai International Cricket Stadium,Dubai,Scotland,male,50
1308246.json,2022-04-12,ODI,"Papua New Guinea, Oman",Dubai International Cricket Stadium,Dubai,Oman,male,50
1308247.json,2022-04-13,ODI,"Scotland, Papua New Guinea",Dubai International Cricket Stadium,Dubai,Scotland,male,50
1308248.json,2022-04-15,ODI,"Oman, Scotland",Dubai International Cricket Stadium,Dubai,Scotland,male,50
1308249.json,2022-04-16,ODI,"Oman, Papua New Guinea",Dubai International Cricket Stadium,Dubai,Oman,male,50
1312798.json,2022-05-28,ODI,"United States of America, Scotland","Choice Moosa Stadium, Pearland",Pearland,United States of America,male,50
1312799.json,2022-05-29,ODI,"Scotland, United States of America","Choice Moosa Stadium, Pearland",Pearland,Scotland,male,50
1302349.json,2022-05-31,ODI,"Netherlands, West Indies","VRA Ground, Amstelveen",Amstelveen,West Indies,male,50
1312800.json,2022-05-31,ODI,"United Arab Emirates, Scotland","Moosa Cricket Stadium, Pearland",Pearland,Scotland,male,50
1312801.json,2022-06-01,ODI,"United Arab Emirates, United States of America","Moosa Cricket Stadium, Pearland",Pearland,United States of America,male,50
1302350.json,2022-06-02,ODI,"Netherlands, West Indies","VRA Ground, Amstelveen",Amstelveen,West Indies,male,50
1312802.json,2022-06-03,ODI,"Scotland, United Arab Emirates","Moosa Cricket Stadium, Pearland",Pearland,United Arab Emirates,male,50
1312803.json,2022-06-04,ODI,"United States of America, United Arab Emirates","Moosa Cricket Stadium, Pearland",Pearland,United Arab Emirates,male,50
1302351.json,2022-06-04,ODI,"West Indies, Netherlands","VRA Ground, Amstelveen",Amstelveen,West Indies,male,50
1312804.json,2022-06-08,ODI,"United States of America, Oman","Moosa Cricket Stadium, Pearland",Pearland,United States of America,male,50
1315038.json,2022-06-08,ODI,"West Indies, Pakistan",Multan Cricket Stadium,Multan,Pakistan,male,50
1312805.json,2022-06-09,ODI,"Oman, Nepal","Moosa Cricket Stadium, Pearland",Pearland,Oman,male,50
1315039.json,2022-06-10,ODI,"Pakistan, West Indies",Multan Cricket Stadium,Multan,Pakistan,male,50
1312806.json,2022-06-11,ODI,"Nepal, United States of America","Moosa Cricket Stadium, Pearland",Pearland,No Result,male,50
1312807.json,2022-06-12,ODI,"Oman, United States of America","Moosa Cricket Stadium, Pearland",Pearland,Oman,male,50
1315040.json,2022-06-12,ODI,"Pakistan, West Indies",Multan Cricket Stadium,Multan,Pakistan,male,50
1307296.json,2022-06-14,ODI,"Sri Lanka, Australia",Pallekele International Cricket Stadium,Kandy,Australia,male,50
1312808.json,2022-06-14,ODI,"Oman, Nepal","Moosa Cricket Stadium, Pearland",Pearland,Nepal,male,50
1312809.json,2022-06-15,ODI,"United States of America, Nepal","Moosa Cricket Stadium, Pearland",Pearland,United States of America,male,50
1307297.json,2022-06-16,ODI,"Sri Lanka, Australia",Pallekele International Cricket Stadium,Kandy,Sri Lanka,male,50
1281444.json,2022-06-17,ODI,"England, Netherlands","VRA Ground, Amstelveen",Amstelveen,England,male,50
1307298.json,2022-06-19,ODI,"Australia, Sri Lanka","R Premadasa Stadium, Colombo",Colombo,Sri Lanka,male,50
1281445.json,2022-06-19,ODI,"Netherlands, England","VRA Ground, Amstelveen",Amstelveen,England,male,50
1307299.json,2022-06-21,ODI,"Sri Lanka, Australia","R Premadasa Stadium, Colombo",Colombo,Sri Lanka,male,50
1281446.json,2022-06-22,ODI,"Netherlands, England","VRA Ground, Amstelveen",Amstelveen,England,male,50
1307300.json,2022-06-24,ODI,"Sri Lanka, Australia","R Premadasa Stadium, Colombo",Colombo,Australia,male,50
1303309.json,2022-07-10,ODI,"Ireland, New Zealand","The Village, Malahide, Dublin",Dublin,New Zealand,male,50
1317152.json,2022-07-10,ODI,"West Indies, Bangladesh","Providence Stadium, Guyana",Providence,Bangladesh,male,50
1322031.json,2022-07-11,ODI,"Namibia, Nepal","Cambusdoon New Ground, Ayr",Ayr,Namibia,male,50
1303310.json,2022-07-12,ODI,"Ireland, New Zealand","The Village, Malahide, Dublin",Dublin,New Zealand,male,50
1276907.json,2022-07-12,ODI,"England, India","Kennington Oval, London",London,India,male,50
1322032.json,2022-07-13,ODI,"Scotland, Nepal","Titwood, Glasgow",Glasgow,Nepal,male,50
1317153.json,2022-07-13,ODI,"West Indies, Bangladesh","Providence Stadium, Guyana",Providence,Bangladesh,male,50
1322033.json,2022-07-14,ODI,"Namibia, Scotland","Titwood, Glasgow",Glasgow,Scotland,male,50
1276908.json,2022-07-14,ODI,"England, India","Lord's, London",London,England,male,50
1303311.json,2022-07-15,ODI,"New Zealand, Ireland","The Village, Malahide, Dublin",Dublin,New Zealand,male,50
1322034.json,2022-07-16,ODI,"Namibia, Nepal","Cambusdoon New Ground, Ayr",Ayr,Namibia,male,50
1317154.json,2022-07-16,ODI,"West Indies, Bangladesh","Providence Stadium, Guyana",Providence,Bangladesh,male,50
1322035.json,2022-07-17,ODI,"Nepal, Scotland","Titwood, Glasgow",Glasgow,Scotland,male,50
1276909.json,2022-07-17,ODI,"England, India","Old Trafford, Manchester",Manchester,India,male,50
1276910.json,2022-07-19,ODI,"South Africa, England","Riverside Ground, Chester-le-Street",Chester-le-Street,South Africa,male,50
1317900.json,2022-07-22,ODI,"India, West Indies","Queen's Park Oval, Port of Spain, Trinidad",Port of Spain,India,male,50
1276911.json,2022-07-22,ODI,"England, South Africa","Old Trafford, Manchester",Manchester,England,male,50
1317901.json,2022-07-24,ODI,"West Indies, India","Queen's Park Oval, Port of Spain, Trinidad",Port of Spain,India,male,50
1276912.json,2022-07-24,ODI,"South Africa, England","Headingley, Leeds",Leeds,No Result,male,50
1317902.json,2022-07-27,ODI,"India, West Indies","Queen's Park Oval, Port of Spain, Trinidad",Port of Spain,India,male,50
1307479.json,2022-07-31,ODI,"Scotland, New Zealand","Grange Cricket Club Ground, Raeburn Place, Edinburgh",Edinburgh,New Zealand,male,50
1323292.json,2022-08-05,ODI,"Bangladesh, Zimbabwe",Harare Sports Club,Harare,Zimbabwe,male,50
1323293.json,2022-08-07,ODI,"Bangladesh, Zimbabwe",Harare Sports Club,Harare,Zimbabwe,male,50
1322036.json,2022-08-10,ODI,"Scotland, United Arab Emirates","Mannofield Park, Aberdeen",Aberdeen,Scotland,male,50
1323294.json,2022-08-10,ODI,"Bangladesh, Zimbabwe",Harare Sports Club,Harare,Bangladesh,male,50
1322037.json,2022-08-11,ODI,"United Arab Emirates, United States of America","Mannofield Park, Aberdeen",Aberdeen,United States of America,male,50
1322038.json,2022-08-13,ODI,"United States of America, Scotland","Mannofield Park, Aberdeen",Aberdeen,Scotland,male,50
1322039.json,2022-08-14,ODI,"Scotland, United Arab Emirates","Mannofield Park, Aberdeen",Aberdeen,Scotland,male,50
1311737.json,2022-08-16,ODI,"Pakistan, Netherlands","Hazelaarweg, Rotterdam",Rotterdam,Pakistan,male,50
1317911.json,2022-08-17,ODI,"New Zealand, West Indies","Kensington Oval, Bridgetown, Barbados",Bridgetown,West Indies,male,50
1322041.json,2022-08-17,ODI,"Scotland, United States of America","Mannofield Park, Aberdeen",Aberdeen,United States of America,male,50
1325549.json,2022-08-18,ODI,"Zimbabwe, India",Harare Sports Club,Harare,India,male,50
1311738.json,2022-08-18,ODI,"Netherlands, Pakistan","Hazelaarweg, Rotterdam",Rotterdam,Pakistan,male,50
1317912.json,2022-08-19,ODI,"New Zealand, West Indies","Kensington Oval, Bridgetown, Barbados",Bridgetown,New Zealand,male,50
1325550.json,2022-08-20,ODI,"Zimbabwe, India",Harare Sports Club,Harare,India,male,50
1311739.json,2022-08-21,ODI,"Pakistan, Netherlands","Hazelaarweg, Rotterdam",Rotterdam,Pakistan,male,50
1317913.json,2022-08-21,ODI,"West Indies, New Zealand","Kensington Oval, Bridgetown, Barbados",Bridgetown,New Zealand,male,50
1325551.json,2022-08-22,ODI,"India, Zimbabwe",Harare Sports Club,Harare,India,male,50
1317476.json,2022-08-28,ODI,"Zimbabwe, Australia","Tony Ireland Stadium, Townsville",Townsville,Australia,male,50
1317477.json,2022-08-31,ODI,"Zimbabwe, Australia","Tony Ireland Stadium, Townsville",Townsville,Australia,male,50
1317478.json,2022-09-03,ODI,"Australia, Zimbabwe","Riverway Stadium, Townsville",Townsville,Zimbabwe,male,50
1317479.json,2022-09-06,ODI,"New Zealand, Australia","Cazaly's Stadium, Cairns",Cairns,Australia,male,50
1317480.json,2022-09-08,ODI,"Australia, New Zealand","Cazaly's Stadium, Cairns",Cairns,Australia,male,50
1331365.json,2022-09-11,ODI,"United States of America, Papua New Guinea","Amini Park, Port Moresby",Port Moresby,No Result,male,50
1317481.json,2022-09-11,ODI,"Australia, New Zealand","Cazaly's Stadium, Cairns",Cairns,Australia,male,50
1331366.json,2022-09-13,ODI,"Papua New Guinea, United States of America","Amini Park, Port Moresby",Port Moresby,Papua New Guinea,male,50
1331367.json,2022-09-15,ODI,"Namibia, United States of America","Amini Park, Port Moresby",Port Moresby,Namibia,male,50
1331368.json,2022-09-17,ODI,"Namibia, United States of America","Amini Park, Port Moresby",Port Moresby,Namibia,male,50
1331369.json,2022-09-20,ODI,"Namibia, Papua New Guinea","Amini Park, Port Moresby",Port Moresby,Namibia,male,50
1331370.json,2022-09-21,ODI,"Namibia, Papua New Guinea","Amini Park, Port Moresby",Port Moresby,Namibia,male,50
1327509.json,2022-10-06,ODI,"South Africa, India","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,South Africa,male,50
1327510.json,2022-10-09,ODI,"South Africa, India","JSCA International Stadium Complex, Ranchi",Ranchi,India,male,50
1327511.json,2022-10-11,ODI,"South Africa, India","Arun Jaitley Stadium, Delhi",Delhi,India,male,50
1343683.json,2022-11-14,ODI,"United Arab Emirates, Nepal","Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,United Arab Emirates,male,50
1343684.json,2022-11-16,ODI,"United Arab Emirates, Nepal","Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,Nepal,male,50
1317489.json,2022-11-17,ODI,"England, Australia",Adelaide Oval,Adelaide,Australia,male,50
1343685.json,2022-11-18,ODI,"United Arab Emirates, Nepal","Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,Nepal,male,50
1317490.json,2022-11-19,ODI,"Australia, England",Sydney Cricket Ground,Sydney,Australia,male,50
1341969.json,2022-11-19,ODI,"Papua New Guinea, Namibia","Wanderers Cricket Ground, Windhoek",Windhoek,Namibia,male,50
1341970.json,2022-11-20,ODI,"United States of America, Namibia","Wanderers Cricket Ground, Windhoek",Windhoek,United States of America,male,50
1341971.json,2022-11-22,ODI,"Papua New Guinea, United States of America","Wanderers Cricket Ground, Windhoek",Windhoek,United States of America,male,50
1317491.json,2022-11-22,ODI,"Australia, England",Melbourne Cricket Ground,Melbourne,Australia,male,50
1341972.json,2022-11-23,ODI,"Papua New Guinea, Namibia","Wanderers Cricket Ground, Windhoek",Windhoek,Namibia,male,50
1341973.json,2022-11-25,ODI,"United States of America, Papua New Guinea","Wanderers Cricket Ground, Windhoek",Windhoek,United States of America,male,50
1322278.json,2022-11-25,ODI,"India, New Zealand","Eden Park, Auckland",Auckland,New Zealand,male,50
1341974.json,2022-11-26,ODI,"United States of America, Namibia","Wanderers Cricket Ground, Windhoek",Windhoek,Namibia,male,50
1322279.json,2022-11-27,ODI,"India, New Zealand","Seddon Park, Hamilton",Hamilton,No Result,male,50
1322280.json,2022-11-30,ODI,"India, New Zealand","Hagley Oval, Christchurch",Christchurch,No Result,male,50
1341975.json,2022-12-01,ODI,"Namibia, Scotland","United Cricket Club Ground, Windhoek",Windhoek,Scotland,male,50
1341976.json,2022-12-02,ODI,"Nepal, Namibia","United Cricket Club Ground, Windhoek",Windhoek,No Result,male,50
1341977.json,2022-12-04,ODI,"Nepal, Scotland","United Cricket Club Ground, Windhoek",Windhoek,Scotland,male,50
1340845.json,2022-12-04,ODI,"India, Bangladesh","Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,male,50
1341978.json,2022-12-05,ODI,"Scotland, Namibia","United Cricket Club Ground, Windhoek",Windhoek,Namibia,male,50
1341979.json,2022-12-07,ODI,"Namibia, Nepal","United Cricket Club Ground, Windhoek",Windhoek,Namibia,male,50
1340846.json,2022-12-07,ODI,"Bangladesh, India","Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,male,50
1341980.json,2022-12-08,ODI,"Nepal, Scotland","United Cricket Club Ground, Windhoek",Windhoek,Scotland,male,50
1340847.json,2022-12-10,ODI,"India, Bangladesh","Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,India,male,50
1339611.json,2023-01-09,ODI,"New Zealand, Pakistan","National Stadium, Karachi",Karachi,Pakistan,male,50
1348643.json,2023-01-10,ODI,"India, Sri Lanka","Barsapara Cricket Stadium, Guwahati",Guwahati,India,male,50
1339612.json,2023-01-11,ODI,"New Zealand, Pakistan","National Stadium, Karachi",Karachi,New Zealand,male,50
1348644.json,2023-01-12,ODI,"Sri Lanka, India","Eden Gardens, Kolkata",Kolkata,India,male,50
1339613.json,2023-01-13,ODI,"Pakistan, New Zealand","National Stadium, Karachi",Karachi,New Zealand,male,50
1348645.json,2023-01-15,ODI,"India, Sri Lanka","Greenfield International Stadium, Thiruvananthapuram",Thiruvananthapuram,India,male,50
1348646.json,2023-01-18,ODI,"India, New Zealand","Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,male,50
1348326.json,2023-01-18,ODI,"Ireland, Zimbabwe",Harare Sports Club,Harare,Zimbabwe,male,50
1348327.json,2023-01-21,ODI,"Ireland, Zimbabwe",Harare Sports Club,Harare,Ireland,male,50
1348647.json,2023-01-21,ODI,"New Zealand, India","Shaheed Veer Narayan Singh International Stadium, Raipur",Raipur,India,male,50
1348328.json,2023-01-23,ODI,"Zimbabwe, Ireland",Harare Sports Club,Harare,No Result,male,50
1348648.json,2023-01-24,ODI,"India, New Zealand","Holkar Cricket Stadium, Indore",Indore,India,male,50
1339595.json,2023-01-27,ODI,"South Africa, England","Mangaung Oval, Bloemfontein",Bloemfontein,South Africa,male,50
1339596.json,2023-01-29,ODI,"England, South Africa","Mangaung Oval, Bloemfontein",Bloemfontein,South Africa,male,50
1339597.json,2023-02-01,ODI,"England, South Africa","Diamond Oval, Kimberley",Kimberley,England,male,50
1358073.json,2023-02-14,ODI,"Namibia, Nepal","Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,Nepal,male,50
1358074.json,2023-02-15,ODI,"Namibia, Scotland","Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,Scotland,male,50
1358075.json,2023-02-17,ODI,"Scotland, Nepal","Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,Nepal,male,50
1358076.json,2023-02-18,ODI,"Namibia, Nepal","Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,Nepal,male,50
1358077.json,2023-02-20,ODI,"Scotland, Namibia","Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,Scotland,male,50
1358078.json,2023-02-21,ODI,"Scotland, Nepal","Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,Nepal,male,50
1358079.json,2023-02-23,ODI,"Namibia, United Arab Emirates",Dubai International Cricket Stadium,Dubai,United Arab Emirates,male,50
1358080.json,2023-02-25,ODI,"United Arab Emirates, Namibia",Dubai International Cricket Stadium,Dubai,Namibia,male,50
1358082.json,2023-02-28,ODI,"Papua New Guinea, United Arab Emirates",Dubai International Cricket Stadium,Dubai,Papua New Guinea,male,50
1351397.json,2023-03-01,ODI,"Bangladesh, England","Shere Bangla National Stadium, Mirpur",Dhaka,England,male,50
1358083.json,2023-03-02,ODI,"United Arab Emirates, Nepal",Dubai International Cricket Stadium,Dubai,United Arab Emirates,male,50
1351398.json,2023-03-03,ODI,"England, Bangladesh","Shere Bangla National Stadium, Mirpur",Dhaka,England,male,50
1358084.json,2023-03-03,ODI,"Papua New Guinea, Nepal",Dubai International Cricket Stadium,Dubai,Nepal,male,50
1358085.json,2023-03-05,ODI,"United Arab Emirates, Papua New Guinea",Dubai International Cricket Stadium,Dubai,Papua New Guinea,male,50
1351399.json,2023-03-06,ODI,"Bangladesh, England","Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,Bangladesh,male,50
