file_name,date,match_type,teams,venue,city,winner,gender,overs
433593.json,2011-03-17,ODI,"England, West Indies","MA Chidambaram Stadium, Chepauk",Chennai,England,male,50
433595.json,2011-03-18,ODI,"Ireland, Netherlands",Eden Gardens,Kolkata,Ireland,male,50
433594.json,2011-03-18,ODI,"New Zealand, Sri Lanka",Wankhede Stadium,Mumbai,Sri Lanka,male,50
433597.json,2011-03-19,ODI,"Bangladesh, South Africa",Shere Bangla National Stadium,Mirpur,South Africa,male,50
433596.json,2011-03-19,ODI,"Australia, Pakistan",R Premadasa Stadium,Colombo,Pakistan,male,50
433598.json,2011-03-20,ODI,"Kenya, Zimbabwe",Eden Gardens,Kolkata,Zimbabwe,male,50
433599.json,2011-03-20,ODI,"India, West Indies","MA Chidambaram Stadium, Chepauk",Chennai,India,male,50
433600.json,2011-03-23,ODI,"Pakistan, West Indies",Shere Bangla National Stadium,Mirpur,Pakistan,male,50
433601.json,2011-03-24,ODI,"India, Australia","Sardar Patel Stadium, Motera",Ahmedabad,India,male,50
433602.json,2011-03-25,ODI,"New Zealand, South Africa",Shere Bangla National Stadium,Mirpur,New Zealand,male,50
433603.json,2011-03-26,ODI,"Sri Lanka, England",R Premadasa Stadium,Colombo,Sri Lanka,male,50
433604.json,2011-03-29,ODI,"Sri Lanka, New Zealand",R Premadasa Stadium,Colombo,Sri Lanka,male,50
433605.json,2011-03-30,ODI,"India, Pakistan","Punjab Cricket Association Stadium, Mohali",Chandigarh,India,male,50
433606.json,2011-04-02,ODI,"India, Sri Lanka",Wankhede Stadium,Mumbai,India,male,50
503363.json,2011-04-09,ODI,"Bangladesh, Australia",Shere Bangla National Stadium,Mirpur,Australia,male,50
503364.json,2011-04-11,ODI,"Bangladesh, Australia",Shere Bangla National Stadium,Mirpur,Australia,male,50
503365.json,2011-04-13,ODI,"Bangladesh, Australia",Shere Bangla National Stadium,Mirpur,Australia,male,50
489213.json,2011-04-23,ODI,"West Indies, Pakistan","Beausejour Stadium, Gros Islet",St Lucia,Pakistan,male,50
489214.json,2011-04-25,ODI,"West Indies, Pakistan","Beausejour Stadium, Gros Islet",St Lucia,Pakistan,male,50
489215.json,2011-04-28,ODI,"West Indies, Pakistan","Kensington Oval, Bridgetown",Barbados,Pakistan,male,50
489216.json,2011-05-02,ODI,"West Indies, Pakistan","Kensington Oval, Bridgetown",Barbados,West Indies,male,50
489217.json,2011-05-05,ODI,"West Indies, Pakistan",Providence Stadium,Guyana,West Indies,male,50
489221.json,2011-06-06,ODI,"West Indies, India","Queen's Park Oval, Port of Spain",Trinidad,India,male,50
489222.json,2011-06-08,ODI,"West Indies, India","Queen's Park Oval, Port of Spain",Trinidad,India,male,50
489223.json,2011-06-11,ODI,"West Indies, India","Sir Vivian Richards Stadium, North Sound",Antigua,India,male,50
489224.json,2011-06-13,ODI,"West Indies, India","Sir Vivian Richards Stadium, North Sound",Antigua,West Indies,male,50
489225.json,2011-06-16,ODI,"West Indies, India","Sabina Park, Kingston",Jamaica,West Indies,male,50
474467.json,2011-06-28,ODI,"England, Sri Lanka",Kennington Oval,London,England,male,50
504779.json,2011-06-29,ODI,"Scotland, Netherlands",Mannofield Park,Aberdeen,Scotland,male,50
474468.json,2011-07-01,ODI,"England, Sri Lanka",Headingley,Leeds,Sri Lanka,male,50
474469.json,2011-07-03,ODI,"England, Sri Lanka",Lord's,London,Sri Lanka,male,50
474470.json,2011-07-06,ODI,"England, Sri Lanka",Trent Bridge,Nottingham,England,male,50
474471.json,2011-07-09,ODI,"England, Sri Lanka",Old Trafford,Manchester,England,male,50
516206.json,2011-08-10,ODI,"Sri Lanka, Australia",Pallekele International Cricket Stadium,Unknown,Australia,male,50
522246.json,2011-08-12,ODI,"Zimbabwe, Bangladesh",Harare Sports Club,Unknown,Zimbabwe,male,50
516207.json,2011-08-14,ODI,"Sri Lanka, Australia","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,Australia,male,50
522247.json,2011-08-14,ODI,"Zimbabwe, Bangladesh",Harare Sports Club,Unknown,Zimbabwe,male,50
522248.json,2011-08-16,ODI,"Zimbabwe, Bangladesh",Harare Sports Club,Unknown,Zimbabwe,male,50
516208.json,2011-08-16,ODI,"Sri Lanka, Australia","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,Sri Lanka,male,50
522249.json,2011-08-19,ODI,"Zimbabwe, Bangladesh",Queens Sports Club,Bulawayo,Bangladesh,male,50
516209.json,2011-08-20,ODI,"Sri Lanka, Australia",R Premadasa Stadium,Colombo,Australia,male,50
522250.json,2011-08-21,ODI,"Zimbabwe, Bangladesh",Queens Sports Club,Bulawayo,Bangladesh,male,50
516210.json,2011-08-22,ODI,"Sri Lanka, Australia",R Premadasa Stadium,Colombo,Sri Lanka,male,50
483126.json,2011-08-25,ODI,"Ireland, England",Clontarf Cricket Club Ground,Dublin,England,male,50
474477.json,2011-09-03,ODI,"England, India",Riverside Ground,Chester-le-Street,No Result,male,50
474478.json,2011-09-06,ODI,"England, India",The Rose Bowl,Southampton,England,male,50
523732.json,2011-09-08,ODI,"Zimbabwe, Pakistan",Queens Sports Club,Bulawayo,Pakistan,male,50
474479.json,2011-09-09,ODI,"England, India",Kennington Oval,London,England,male,50
523733.json,2011-09-11,ODI,"Zimbabwe, Pakistan",Harare Sports Club,Unknown,Pakistan,male,50
474480.json,2011-09-11,ODI,"England, India",Lord's,London,No Result,male,50
523734.json,2011-09-14,ODI,"Zimbabwe, Pakistan",Harare Sports Club,Unknown,Pakistan,male,50
474481.json,2011-09-16,ODI,"England, India",Sophia Gardens,Cardiff,England,male,50
523804.json,2011-09-19,ODI,"Ireland, Canada",Clontarf Cricket Club Ground,Dublin,Ireland,male,50
523805.json,2011-09-20,ODI,"Ireland, Canada",Clontarf Cricket Club Ground,Dublin,Ireland,male,50
531983.json,2011-10-13,ODI,"Bangladesh, West Indies",Shere Bangla National Stadium,Mirpur,West Indies,male,50
521218.json,2011-10-14,ODI,"India, England","Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,male,50
531984.json,2011-10-15,ODI,"Bangladesh, West Indies",Shere Bangla National Stadium,Mirpur,West Indies,male,50
521219.json,2011-10-17,ODI,"India, England",Feroz Shah Kotla,Delhi,India,male,50
531985.json,2011-10-18,ODI,"Bangladesh, West Indies",Zahur Ahmed Chowdhury Stadium,Chittagong,Bangladesh,male,50
514025.json,2011-10-19,ODI,"South Africa, Australia",SuperSport Park,Centurion,Australia,male,50
527014.json,2011-10-20,ODI,"Zimbabwe, New Zealand",Harare Sports Club,Unknown,New Zealand,male,50
521220.json,2011-10-20,ODI,"India, England","Punjab Cricket Association Stadium, Mohali",Chandigarh,India,male,50
527015.json,2011-10-22,ODI,"Zimbabwe, New Zealand",Harare Sports Club,Unknown,New Zealand,male,50
514026.json,2011-10-23,ODI,"South Africa, Australia",St George's Park,Port Elizabeth,South Africa,male,50
521221.json,2011-10-23,ODI,"India, England",Wankhede Stadium,Mumbai,India,male,50
521222.json,2011-10-25,ODI,"India, England",Eden Gardens,Kolkata,India,male,50
527016.json,2011-10-25,ODI,"Zimbabwe, New Zealand",Queens Sports Club,Bulawayo,Zimbabwe,male,50
514027.json,2011-10-28,ODI,"South Africa, Australia",Kingsmead,Durban,Australia,male,50
530427.json,2011-11-11,ODI,"Pakistan, Sri Lanka",Dubai International Cricket Stadium,Unknown,Pakistan,male,50
530428.json,2011-11-14,ODI,"Pakistan, Sri Lanka",Dubai International Cricket Stadium,Unknown,Sri Lanka,male,50
530429.json,2011-11-18,ODI,"Pakistan, Sri Lanka",Dubai International Cricket Stadium,Unknown,Pakistan,male,50
530430.json,2011-11-20,ODI,"Pakistan, Sri Lanka",Sharjah Cricket Stadium,Unknown,Pakistan,male,50
530431.json,2011-11-23,ODI,"Pakistan, Sri Lanka",Sheikh Zayed Stadium,Abu Dhabi,Pakistan,male,50
536929.json,2011-11-29,ODI,"India, West Indies",Barabati Stadium,Cuttack,India,male,50
538069.json,2011-12-01,ODI,"Bangladesh, Pakistan",Shere Bangla National Stadium,Mirpur,Pakistan,male,50
536930.json,2011-12-02,ODI,"India, West Indies",Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,male,50
538070.json,2011-12-03,ODI,"Bangladesh, Pakistan",Shere Bangla National Stadium,Mirpur,Pakistan,male,50
536931.json,2011-12-05,ODI,"India, West Indies","Sardar Patel Stadium, Motera",Ahmedabad,West Indies,male,50
538071.json,2011-12-06,ODI,"Bangladesh, Pakistan",Zahur Ahmed Chowdhury Stadium,Chittagong,Pakistan,male,50
536932.json,2011-12-08,ODI,"India, West Indies",Holkar Cricket Stadium,Indore,India,male,50
536933.json,2011-12-11,ODI,"India, West Indies","MA Chidambaram Stadium, Chepauk",Chennai,India,male,50
514035.json,2012-01-11,ODI,"South Africa, Sri Lanka",Boland Park,Paarl,South Africa,male,50
514036.json,2012-01-14,ODI,"South Africa, Sri Lanka",Buffalo Park,East London,South Africa,male,50
514037.json,2012-01-17,ODI,"South Africa, Sri Lanka",Chevrolet Park,Bloemfontein,South Africa,male,50
514038.json,2012-01-20,ODI,"South Africa, Sri Lanka",De Beers Diamond Oval,Kimberley,Sri Lanka,male,50
514039.json,2012-01-22,ODI,"South Africa, Sri Lanka",New Wanderers Stadium,Johannesburg,Sri Lanka,male,50
520592.json,2012-02-03,ODI,"New Zealand, Zimbabwe",University Oval,Dunedin,New Zealand,male,50
518956.json,2012-02-05,ODI,"Australia, India",Melbourne Cricket Ground,Unknown,Australia,male,50
520593.json,2012-02-06,ODI,"New Zealand, Zimbabwe",Cobham Oval (New),Whangarei,New Zealand,male,50
518957.json,2012-02-08,ODI,"India, Sri Lanka",Western Australia Cricket Association Ground,Perth,India,male,50
520594.json,2012-02-09,ODI,"New Zealand, Zimbabwe",McLean Park,Napier,New Zealand,male,50
518958.json,2012-02-10,ODI,"Australia, Sri Lanka",Western Australia Cricket Association Ground,Perth,Australia,male,50
518959.json,2012-02-12,ODI,"Australia, India",Adelaide Oval,Unknown,India,male,50
531631.json,2012-02-13,ODI,"England, Pakistan",Sheikh Zayed Stadium,Abu Dhabi,England,male,50
518960.json,2012-02-14,ODI,"India, Sri Lanka",Adelaide Oval,Unknown,No Result,male,50
531632.json,2012-02-15,ODI,"England, Pakistan",Sheikh Zayed Stadium,Abu Dhabi,England,male,50
518961.json,2012-02-17,ODI,"Australia, Sri Lanka",Sydney Cricket Ground,Unknown,Sri Lanka,male,50
531633.json,2012-02-18,ODI,"England, Pakistan",Dubai International Cricket Stadium,Unknown,England,male,50
543881.json,2012-02-18,ODI,"Kenya, Ireland",Mombasa Sports Club Ground,Unknown,Kenya,male,50
518962.json,2012-02-19,ODI,"Australia, India","Brisbane Cricket Ground, Woolloongabba",Brisbane,Australia,male,50
543882.json,2012-02-20,ODI,"Kenya, Ireland",Mombasa Sports Club Ground,Unknown,Ireland,male,50
531634.json,2012-02-21,ODI,"England, Pakistan",Dubai International Cricket Stadium,Unknown,England,male,50
518963.json,2012-02-21,ODI,"India, Sri Lanka","Brisbane Cricket Ground, Woolloongabba",Brisbane,Sri Lanka,male,50
518964.json,2012-02-24,ODI,"Australia, Sri Lanka",Bellerive Oval,Hobart,Sri Lanka,male,50
520600.json,2012-02-25,ODI,"New Zealand, South Africa",Westpac Stadium,Wellington,South Africa,male,50
518965.json,2012-02-26,ODI,"Australia, India",Sydney Cricket Ground,Unknown,Australia,male,50
518966.json,2012-02-28,ODI,"India, Sri Lanka",Bellerive Oval,Hobart,India,male,50
520601.json,2012-02-29,ODI,"New Zealand, South Africa",McLean Park,Napier,South Africa,male,50
518967.json,2012-03-02,ODI,"Australia, Sri Lanka",Melbourne Cricket Ground,Unknown,Sri Lanka,male,50
520602.json,2012-03-03,ODI,"New Zealand, South Africa",Eden Park,Auckland,South Africa,male,50
518968.json,2012-03-04,ODI,"Australia, Sri Lanka","Brisbane Cricket Ground, Woolloongabba",Brisbane,Australia,male,50
518969.json,2012-03-06,ODI,"Australia, Sri Lanka",Adelaide Oval,Unknown,Sri Lanka,male,50
518970.json,2012-03-08,ODI,"Australia, Sri Lanka",Adelaide Oval,Unknown,Australia,male,50
535794.json,2012-03-11,ODI,"Bangladesh, Pakistan",Shere Bangla National Stadium,Mirpur,Pakistan,male,50
535795.json,2012-03-13,ODI,"India, Sri Lanka",Shere Bangla National Stadium,Mirpur,India,male,50
535796.json,2012-03-15,ODI,"Pakistan, Sri Lanka",Shere Bangla National Stadium,Mirpur,Pakistan,male,50
540168.json,2012-03-16,ODI,"West Indies, Australia","Arnos Vale Ground, Kingstown",St Vincent,Australia,male,50
535797.json,2012-03-16,ODI,"Bangladesh, India",Shere Bangla National Stadium,Mirpur,Bangladesh,male,50
540169.json,2012-03-18,ODI,"West Indies, Australia","Arnos Vale Ground, Kingstown",St Vincent,West Indies,male,50
535798.json,2012-03-18,ODI,"India, Pakistan",Shere Bangla National Stadium,Mirpur,India,male,50
540170.json,2012-03-20,ODI,"West Indies, Australia","Arnos Vale Ground, Kingstown",St Vincent,No Result,male,50
535799.json,2012-03-20,ODI,"Bangladesh, Sri Lanka",Shere Bangla National Stadium,Mirpur,Bangladesh,male,50
535800.json,2012-03-22,ODI,"Bangladesh, Pakistan",Shere Bangla National Stadium,Mirpur,Pakistan,male,50
540171.json,2012-03-23,ODI,"West Indies, Australia","Beausejour Stadium, Gros Islet",St Lucia,West Indies,male,50
540172.json,2012-03-25,ODI,"West Indies, Australia","Beausejour Stadium, Gros Islet",St Lucia,Australia,male,50
562439.json,2012-06-07,ODI,"Sri Lanka, Pakistan",Pallekele International Cricket Stadium,Unknown,Pakistan,male,50
562440.json,2012-06-09,ODI,"Sri Lanka, Pakistan",Pallekele International Cricket Stadium,Unknown,Sri Lanka,male,50
562441.json,2012-06-13,ODI,"Sri Lanka, Pakistan",R Premadasa Stadium,Colombo,No Result,male,50
534209.json,2012-06-16,ODI,"England, West Indies",The Rose Bowl,Southampton,England,male,50
562442.json,2012-06-16,ODI,"Sri Lanka, Pakistan",R Premadasa Stadium,Colombo,Sri Lanka,male,50
562443.json,2012-06-18,ODI,"Sri Lanka, Pakistan",R Premadasa Stadium,Colombo,Sri Lanka,male,50
534210.json,2012-06-19,ODI,"England, West Indies",Kennington Oval,London,England,male,50
534214.json,2012-06-23,ODI,"Ireland, Australia","Civil Service Cricket Club, Stormont",Belfast,No Result,male,50
534215.json,2012-06-29,ODI,"England, Australia",Lord's,London,England,male,50
534216.json,2012-07-01,ODI,"England, Australia",Kennington Oval,London,England,male,50
560923.json,2012-07-05,ODI,"West Indies, New Zealand","Sabina Park, Kingston",Jamaica,West Indies,male,50
534218.json,2012-07-07,ODI,"England, Australia",Riverside Ground,Chester-le-Street,England,male,50
560924.json,2012-07-07,ODI,"West Indies, New Zealand","Sabina Park, Kingston",Jamaica,West Indies,male,50
534219.json,2012-07-10,ODI,"England, Australia",Old Trafford,Manchester,England,male,50
560925.json,2012-07-11,ODI,"West Indies, New Zealand","Warner Park, Basseterre",St Kitts,New Zealand,male,50
560926.json,2012-07-14,ODI,"West Indies, New Zealand","Warner Park, Basseterre",St Kitts,West Indies,male,50
560927.json,2012-07-16,ODI,"West Indies, New Zealand","Warner Park, Basseterre",St Kitts,West Indies,male,50
564781.json,2012-07-21,ODI,"Sri Lanka, India","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,India,male,50
564782.json,2012-07-24,ODI,"Sri Lanka, India","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,Sri Lanka,male,50
564783.json,2012-07-28,ODI,"Sri Lanka, India",R Premadasa Stadium,Colombo,India,male,50
564784.json,2012-07-31,ODI,"Sri Lanka, India",R Premadasa Stadium,Colombo,India,male,50
564785.json,2012-08-04,ODI,"Sri Lanka, India",Pallekele International Cricket Stadium,Unknown,India,male,50
534228.json,2012-08-24,ODI,"England, South Africa",Sophia Gardens,Cardiff,No Result,male,50
571145.json,2012-08-28,ODI,"Australia, Pakistan",Sharjah Cricket Stadium,Unknown,Australia,male,50
534229.json,2012-08-28,ODI,"England, South Africa",The Rose Bowl,Southampton,South Africa,male,50
571146.json,2012-08-31,ODI,"Australia, Pakistan",Sheikh Zayed Stadium,Abu Dhabi,Pakistan,male,50
534230.json,2012-08-31,ODI,"England, South Africa",Kennington Oval,London,England,male,50
534231.json,2012-09-02,ODI,"England, South Africa",Lord's,London,England,male,50
571147.json,2012-09-03,ODI,"Australia, Pakistan",Sharjah Cricket Stadium,Unknown,Australia,male,50
534232.json,2012-09-05,ODI,"England, South Africa",Trent Bridge,Nottingham,South Africa,male,50
582188.json,2012-11-04,ODI,"Sri Lanka, New Zealand",Pallekele International Cricket Stadium,Unknown,Sri Lanka,male,50
582189.json,2012-11-06,ODI,"Sri Lanka, New Zealand",Pallekele International Cricket Stadium,Unknown,Sri Lanka,male,50
582190.json,2012-11-10,ODI,"Sri Lanka, New Zealand","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,Sri Lanka,male,50
582191.json,2012-11-12,ODI,"Sri Lanka, New Zealand","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,No Result,male,50
587471.json,2012-11-30,ODI,"Bangladesh, West Indies",Sheikh Abu Naser Stadium,Khulna,Bangladesh,male,50
587472.json,2012-12-02,ODI,"Bangladesh, West Indies",Sheikh Abu Naser Stadium,Khulna,Bangladesh,male,50
587473.json,2012-12-05,ODI,"Bangladesh, West Indies",Shere Bangla National Stadium,Mirpur,West Indies,male,50
587474.json,2012-12-07,ODI,"Bangladesh, West Indies",Shere Bangla National Stadium,Mirpur,West Indies,male,50
587475.json,2012-12-08,ODI,"Bangladesh, West Indies",Shere Bangla National Stadium,Mirpur,Bangladesh,male,50
589308.json,2012-12-30,ODI,"India, Pakistan","MA Chidambaram Stadium, Chepauk",Chennai,Pakistan,male,50
589309.json,2013-01-03,ODI,"India, Pakistan",Eden Gardens,Kolkata,Pakistan,male,50
589310.json,2013-01-06,ODI,"India, Pakistan",Feroz Shah Kotla,Delhi,India,male,50
565812.json,2013-01-11,ODI,"India, England",Saurashtra Cricket Association Stadium,Rajkot,England,male,50
573014.json,2013-01-11,ODI,"Australia, Sri Lanka",Melbourne Cricket Ground,Unknown,Australia,male,50
573015.json,2013-01-13,ODI,"Australia, Sri Lanka",Adelaide Oval,Unknown,Sri Lanka,male,50
565813.json,2013-01-15,ODI,"India, England",Nehru Stadium,Kochi,India,male,50
573016.json,2013-01-18,ODI,"Australia, Sri Lanka","Brisbane Cricket Ground, Woolloongabba",Brisbane,Sri Lanka,male,50
567358.json,2013-01-19,ODI,"South Africa, New Zealand",Boland Park,Paarl,New Zealand,male,50
565814.json,2013-01-19,ODI,"India, England",JSCA International Stadium Complex,Ranchi,India,male,50
573017.json,2013-01-20,ODI,"Australia, Sri Lanka",Sydney Cricket Ground,Unknown,No Result,male,50
567359.json,2013-01-22,ODI,"South Africa, New Zealand",De Beers Diamond Oval,Kimberley,New Zealand,male,50
573018.json,2013-01-23,ODI,"Australia, Sri Lanka",Bellerive Oval,Hobart,Australia,male,50
565815.json,2013-01-23,ODI,"India, England","Punjab Cricket Association Stadium, Mohali",Chandigarh,India,male,50
567360.json,2013-01-25,ODI,"South Africa, New Zealand",Senwes Park,Potchefstroom,South Africa,male,50
565816.json,2013-01-27,ODI,"India, England",Himachal Pradesh Cricket Association Stadium,Dharamsala,England,male,50
573022.json,2013-02-01,ODI,"Australia, West Indies",Western Australia Cricket Association Ground,Perth,Australia,male,50
573023.json,2013-02-03,ODI,"Australia, West Indies",Western Australia Cricket Association Ground,Perth,Australia,male,50
573024.json,2013-02-06,ODI,"Australia, West Indies",Manuka Oval,Canberra,Australia,male,50
573025.json,2013-02-08,ODI,"Australia, West Indies",Sydney Cricket Ground,Unknown,Australia,male,50
573026.json,2013-02-10,ODI,"Australia, West Indies",Melbourne Cricket Ground,Unknown,Australia,male,50
569240.json,2013-02-17,ODI,"New Zealand, England",Seddon Park,Hamilton,New Zealand,male,50
569241.json,2013-02-20,ODI,"New Zealand, England",McLean Park,Napier,England,male,50
593983.json,2013-02-22,ODI,"West Indies, Zimbabwe","National Cricket Stadium, St George's",Grenada,West Indies,male,50
